,nose,leftShoulder,rightShoulder,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.04162474625820509,0.0687139851108559,0.07039438027475345,0.14271702574168768,0.14277879309698766,0.1969993307715488,0.20265444511507477,0.25091005722257764,0.2595535735443269
1,0.04273143570729655,0.06795041555904104,0.07049227981260595,0.1458158991852243,0.1434232756518125,0.20061448722233616,0.2017737432087591,0.2519278541664692,0.2520416225500359
2,0.04238123966272866,0.06809122869989423,0.07089400441811936,0.1458240623740902,0.14322461223743854,0.1987191673337258,0.19849813660087656,0.24331414319489014,0.25477562034866086
3,0.04251917529781503,0.06857118400470409,0.07052659860846283,0.14213196546412504,0.14222952517241233,0.1978814631424523,0.20211779329132123,0.24490585880039223,0.25240789433282595
4,0.04350410059261352,0.068344552439767,0.06973468760155638,0.14481343933442942,0.14320150659136194,0.20042475034551582,0.2002776756169614,0.24888470468381882,0.24599689190878596
5,0.04405956739984932,0.06947205919647571,0.07142961446679329,0.14339932555249948,0.14250694216609405,0.20034185194364237,0.20022208340432132,0.2465785197430098,0.24821399339676883
6,0.04476339824525767,0.07102411917478488,0.0744113523877422,0.1446385466798031,0.14715510648207467,0.20173621564864286,0.20178121213519698,0.2461206281598023,0.2479623148898265
7,0.04532470341906992,0.07270609097052098,0.07511912742827417,0.14421756897394078,0.14751159221899365,0.20399068612980534,0.20463093069657884,0.2553817820837668,0.25840329664630574
8,0.04583950902282413,0.0736153241891936,0.07565859207931938,0.14854358526730616,0.14769381357322664,0.2048839255458106,0.20490954308315,0.2572958155752455,0.2645235074242541
9,0.04524890757407365,0.07382349758764846,0.07569352781694491,0.14571342596439568,0.14918059792918636,0.2039014612510529,0.20429335318688027,0.258075739356053,0.26057323512796005
10,0.0451058169672789,0.07314709676547995,0.07522783934623002,0.14699401698302847,0.1479076422196346,0.20773186610565136,0.20715913202593847,0.25942388475295386,0.2625333652075614
11,0.04445106053604585,0.07043315296420107,0.07051991240635438,0.1464923863494565,0.14616073515149486,0.2071900643144323,0.20870245378911748,0.2591365063793408,0.2617340235098912
12,0.046091644463820386,0.07272916330479408,0.07159554057537322,0.14643353855834992,0.14659852945857793,0.20545204471589235,0.20354220102250625,0.26065845702341595,0.2640269839969842
13,0.04722021126681463,0.0742981333218348,0.07271196623793155,0.14874072418955728,0.14884079889899537,0.20296204654248223,0.20981533038991698,0.261104882293572,0.2616272693600111
14,0.04755042052300908,0.07462331632623515,0.07384106299964063,0.1431627813665987,0.147324416612263,0.20351527169424022,0.2048741422024046,0.2614713981493697,0.2643583560924868
15,0.04914725771731224,0.07507896256205314,0.07378445096818063,0.14515160397995838,0.14766055230897168,0.2091747569714193,0.20819400381582953,0.2536291215160649,0.26287500084471527
16,0.05015447882915197,0.07742817379149307,0.07437886607259217,0.1465281346032811,0.14779204449144287,0.2091976472669891,0.20948092858470024,0.2518569123112142,0.2654797572113521
