,nose,leftShoulder,rightShoulder,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.0880004288095342,0.2087614032778206,0.20032299098992856,0.35632635373861765,0.34954235715190896,0.26210844304089964,-0.002842230304346269,-0.00032787595498359826,0.009629945166544479
1,-0.03951840466003313,0.0035646892444110923,-0.0024173786661653178,0.17878930759947015,0.16781005992202008,0.10723671295179785,0.16545888368387004,-0.00911889724304645,-0.00492313008848346
2,-0.023505483429767094,-0.014934587641256056,-0.012381784838734249,0.1511079894003131,0.15112632690677275,0.08754560221560709,0.15455929886077047,-0.023395439424911988,-0.022347760349069094
3,-0.012495326799597252,0.008214745557128823,0.0061185797859398434,0.15478279861179073,0.15587075027923017,-0.007607303956783391,0.03481199570687339,-0.013219338015134367,-0.007864019887818938
4,0.05222489461074988,0.07919608927055555,0.07242050545319877,0.20429206067242628,0.20435157402979054,0.22689696596384115,0.20642848955616064,0.20972597186525166,0.2048366330537197
5,0.09392635571663574,0.11515391414143174,0.11947435706389051,0.21613825629801828,0.2185384748599855,0.2312146702521192,0.21947969155212668,0.20998796765890126,0.20766393932634172
6,0.11941002378767226,0.14032128205221103,0.1405415679066236,0.21427708948406246,0.2117485701615641,0.2326433695798909,0.22540826327134716,0.20276063093520322,0.21590867693626847
7,0.12795448381288788,0.15756065131125427,0.1638248613079814,0.21893274843810606,0.2221864897350952,0.18159838995845187,0.21690874166694937,0.19127638055656854,0.19444516996157635
8,0.08739042192039549,0.14720485146194928,0.12430408728405268,0.14609688256431574,0.16290932091038335,0.14079666998467888,0.1391727499022815,0.12840225333080338,0.1280151964050324
9,0.09357275281858415,0.11795510369204623,0.11323063411672978,0.1700834797622204,0.16817896309511385,0.1477523894215251,0.15045529662736318,0.15866644174232988,0.14102893171085698
10,0.11065673319595225,0.1485154811938613,0.14662046592019176,0.21811331644796164,0.21849326450061982,0.19087434015266241,0.21346761411547646,0.19863768036997784,0.20438594571087412
11,0.0904013689137365,0.12918954434822055,0.12888726681754256,0.19059629600638883,0.1882543042396352,0.15502059623358616,0.15837072454243176,0.1848355464413074,-0.022794244693133722
12,0.08919447475323217,0.1291213294247318,0.1297792484470189,0.19344997592195,0.19082363669943422,0.15192170782580208,0.15592008123822845,0.1476998928845603,0.17682648460518754
13,0.08678308263318564,0.1253111976454053,0.12331737427914699,0.18817383273800614,0.18515916916027766,0.15217083089206626,0.15588003241713858,0.14207742039340845,0.14128155286122732
14,0.08488208098476531,0.12511313232254773,0.11892023205804686,0.18590307035458162,0.18321073887726366,0.14717354849742506,0.1489720556136153,0.141573053909055,0.14205646017471518
15,0.10741824217068352,0.14773437946354182,0.14778831840216575,0.22208284868896555,0.2206192622932905,0.23008010623393943,0.18039041132340813,-0.03543296257004685,-0.04255813640821086
16,0.0959380779848816,0.13566510664572556,0.13833872626740187,0.20441020525149087,0.20097554438619744,0.16231984229094298,0.16494863508336705,0.1753217267390333,-0.03740711648439556
17,0.12160058823630922,0.16363452891621355,0.1651166389704086,0.24634455024070095,0.24831314690725573,0.2634628045503968,0.27282327605773965,0.2519686006676541,-0.045074785426002247
